,date,plate,outcome
756,2012-09-21,P3N1S,rejected
757,2012-09-21,NOHOEZ,rejected
758,2012-09-22,TW888888,rejected
759,2012-09-22,8B8BB88B,rejected
760,2012-09-25,LMAOO,rejected
761,2012-09-25,KXKXKXXK,rejected
762,2012-09-25,DAAAMNN,rejected
763,2012-09-25,BHULK00,rejected
764,2012-09-27,T18123MC,rejected
765,2012-09-28,ODDDOOD,rejected
766,2012-09-28,ELITE360,rejected
767,2012-09-29,042500HD,rejected
768,2012-10-02,911FXCKR,rejected
769,2012-10-04,O1O,rejected
770,2012-10-05,TXI4BOYS,rejected
771,2012-10-05,EMS,rejected
772,2012-10-06,M5K1LLA,rejected
773,2012-10-06,SH00,rejected
774,2012-10-08,PUKEPL8,rejected
775,2012-10-08,EFFIN150,rejected
776,2012-10-08,FCANCR,rejected
777,2012-10-10,5H1TNONU,rejected
778,2012-10-11,NYCT30PD,rejected
779,2012-10-13,UDUMBA55,rejected
780,2012-10-13,LIGUIDO,rejected
781,2012-10-16,O14,rejected
782,2012-10-17,PBANYC,rejected
783,2012-10-17,FMLLOW,rejected
784,2012-10-17,ASHLY00,rejected
785,2012-10-18,O4PREZ,rejected
786,2012-10-20,SUGEPULA,rejected
787,2012-10-20,JMBEEM,rejected
788,2012-10-20,CHUGOTZ,rejected
789,2012-10-20,HAT3R,rejected
790,2012-10-23,ALE4YOU,rejected
791,2012-10-23,IO876,rejected
792,2012-10-24,G00D,rejected
793,2012-10-26,WHINEO,rejected
794,2012-10-27,CLEAR0L,rejected
795,2012-10-27,5OYEAR,rejected
796,2012-10-27,SHO1,rejected
797,2012-10-27,CAPNO,rejected
798,2012-10-30,FAKUP,rejected
799,2012-10-31,PLACENTA,rejected
800,2012-11-03,NYCTAXI,rejected
801,2012-11-03,BMFHD,rejected
802,2012-11-06,8BB8B88,rejected
803,2012-11-06,LAMF,rejected
804,2012-11-06,UPU55Y,rejected
805,2012-11-08,FNU8075,rejected
806,2012-11-08,CAPO1942,rejected
807,2012-11-09,XKXKXXKX,rejected
808,2012-11-09,TRACKHO,rejected
809,2012-11-10,911NPD,rejected
810,2012-11-14,4KINPBLM,rejected
811,2012-11-15,0Z1986,rejected
812,2012-11-16,AA888888,rejected
813,2012-11-20,WILDBOYP,rejected
814,2012-11-20,8B88BBB8,rejected
815,2012-11-20,WYZA55,rejected
816,2012-11-22,0GAS4ME,rejected
817,2012-11-27,TRAMAN0N,rejected
818,2012-11-27,II1,rejected
819,2012-11-28,FOFINHO,rejected
820,2012-11-28,LFFL00R,rejected
821,2012-11-29,ADHD,rejected
822,2012-12-06,ODODODOD,rejected
823,2012-12-06,O5,rejected
824,2012-12-06,0LLLL0,rejected
825,2012-12-08,M0RENA,rejected
826,2012-12-08,LJ0ZJJ,rejected
827,2012-12-08,777OOO,rejected
828,2012-12-12,FNXXNUTZ,rejected
829,2012-12-15,KXKXKXK,rejected
830,2012-12-18,0SURF0,rejected
831,2012-12-19,AREUWET,rejected
832,2012-12-20,BBB8BB,rejected
833,2012-12-22,OZ28O,rejected
834,2012-12-22,IO,rejected
835,2012-12-25,UZIBOY,rejected
836,2012-12-25,CARO3,rejected
837,2012-12-29,RUARMED2,rejected
838,2012-12-29,FUFHER2,rejected
839,2013-01-01,CARSUQ,rejected
840,2013-01-05,1BADAZ4U,rejected
841,2013-01-05,COORS,rejected
842,2013-01-05,G0LD3N,rejected
843,2013-01-08,69AVE0,rejected
844,2013-01-08,SHOOT1ST,rejected
845,2013-01-09,51893JY,rejected
846,2013-01-09,OOO123,rejected
847,2013-01-09,BUL5HIT,rejected
848,2013-01-09,T5974C,rejected
849,2013-01-10,RYOUWET,rejected
850,2013-01-11,ROLLINAJ,rejected
851,2013-01-11,BALSONYA,rejected
852,2013-01-11,AKBARS,rejected
853,2013-01-11,FAHKEW,rejected
854,2013-01-12,STUGOT5,rejected
855,2013-01-15,WTRBORDR,rejected
856,2013-01-15,SXMCHN,rejected
857,2013-01-16,NY00008,rejected
858,2013-01-16,AFI0I,rejected
859,2013-01-18,SAMBUKAA,rejected
860,2013-01-19,DEMSLIE,rejected
861,2013-01-19,BSHWACKR,rejected
862,2013-01-19,IKILFISH,rejected
863,2013-01-21,1D1DITI,rejected
864,2013-01-23,GETJACKD,rejected
865,2013-01-24,BBYRU18,rejected
866,2013-01-25,1911COLT,rejected
867,2013-01-26,EFNBAD,rejected
868,2013-01-29,OHCHIT,rejected
869,2013-01-29,O2O212,rejected
870,2013-01-30,NYHCMOFO,rejected
871,2013-01-30,PHCKT,rejected
872,2013-01-30,D0DO0D,rejected
873,2013-01-31,SHAGLIFE,rejected
874,2013-02-01,8888888L,rejected
875,2013-02-02,RAWDHEAD,rejected
876,2013-02-05,SMARDAZ,rejected
877,2013-02-05,NUFF4ALL,rejected
878,2013-02-05,MYKNIPLE,rejected
879,2013-02-05,LOCNLOAD,rejected
880,2013-02-05,DWIHNTR,rejected
881,2013-02-06,CUNXT2D,rejected
882,2013-02-06,BADASV,rejected
883,2013-02-07,WOODHOE,rejected
884,2013-02-08,IN269,rejected
885,2013-02-08,0JILL,rejected
886,2013-02-09,SHAGMOBL,rejected
887,2013-02-09,WOLF00,rejected
888,2013-02-09,L0VDMB,rejected
889,2013-02-09,GNSNAMMO,rejected
890,2013-02-09,STROK3ME,rejected
891,2013-02-14,MISTERDK,rejected
892,2013-02-14,HOOKRS,rejected
893,2013-02-14,0CORO,rejected
894,2013-02-16,LOCNLODE,rejected
895,2013-02-18,AHHSHET,rejected
896,2013-02-20,CUNX2SD,rejected
897,2013-02-20,STUGOTSZ,rejected
898,2013-02-21,1TOUCH69,rejected
899,2013-02-21,DOEHOE,rejected
900,2013-02-21,HA8TR,rejected
901,2013-02-22,LKNLOD,rejected
902,2013-02-23,NGAPLEZ,rejected
903,2013-02-23,ILUV69IN,rejected
904,2013-02-26,LS1OMFG,rejected
905,2013-02-26,IBITU,rejected
906,2013-02-27,USCIA,rejected
907,2013-02-27,O95,rejected
908,2013-03-01,KYSMYRS,rejected
909,2013-03-01,BALSD33P,rejected
910,2013-03-01,AZSTMPR,rejected
911,2013-03-01,B5T00N,rejected
912,2013-03-05,FN10PIN,rejected
913,2013-03-05,NEGRES,rejected
914,2013-03-05,CRZYMF,rejected
915,2013-03-06,DABYTCH,rejected
916,2013-03-06,FATAS5,rejected
917,2013-03-06,HOGHO,rejected
918,2013-03-06,FHUKEM,rejected
919,2013-03-08,RANDPAUL,rejected
920,2013-03-08,LOKNLOWD,rejected
921,2013-03-08,9MM,rejected
922,2013-03-08,G00DX,rejected
923,2013-03-09,0DARK30,rejected
924,2013-03-09,IRELOAD,rejected
925,2013-03-09,BIGRACKS,rejected
926,2013-03-09,TEABAG,rejected
927,2013-03-12,05BONE,rejected
928,2013-03-12,GTFIV0,rejected
929,2013-03-13,NYPV11,rejected
930,2013-03-13,DULABONE,rejected
931,2013-03-15,0PT1CS,rejected
932,2013-03-15,KXKKXXXK,rejected
933,2013-03-15,CUL8RMF,rejected
934,2013-03-15,SW500M,rejected
935,2013-03-16,NYCJUDGE,rejected
936,2013-03-16,TSS3X,rejected
937,2013-03-16,I338,rejected
938,2013-03-16,MEDICI,rejected
939,2013-03-19,1BADAZ45,rejected
940,2013-03-19,SKUMBAGG,rejected
941,2013-03-19,PMPELO,rejected
942,2013-03-19,MOOBECH,rejected
943,2013-03-20,LAN3GRA,rejected
944,2013-03-20,B8B8B8BB,rejected
945,2013-03-20,I11III,rejected
946,2013-03-20,I5,rejected
947,2013-03-21,URABOOB,rejected
948,2013-03-22,SUQMADIQ,rejected
949,2013-03-22,PNESS,rejected
950,2013-03-22,LIQAMADQ,rejected
951,2013-03-22,DEADPREZ,rejected
952,2013-03-22,20I3,rejected
953,2013-03-23,IIIIII1I,rejected
954,2013-03-23,DAT4SS,rejected
955,2013-03-23,CYABICH,rejected
956,2013-03-23,U18Y3T,rejected
957,2013-03-26,2GRLZ1CP,rejected
958,2013-03-26,NYC5888,rejected
959,2013-03-26,FNFAAST,rejected
960,2013-03-26,B2631994,rejected
961,2013-03-26,BYELMAO,rejected
962,2013-03-26,BMWLMAO,rejected
963,2013-03-26,VBRTER,rejected
964,2013-03-26,M1LE0,rejected
965,2013-03-27,BIOTCHH,rejected
966,2013-03-27,LIMO83,rejected
967,2013-03-28,RMRDBNYC,rejected
968,2013-03-28,TEBAGD,rejected
969,2013-03-29,KUNT,rejected
970,2013-03-29,IX1XIX1X,rejected
971,2013-03-30,NYDP01,rejected
972,2013-03-30,GETHIGH,rejected
973,2013-04-02,GOATSACK,rejected
974,2013-04-02,FL45HME,rejected
975,2013-04-02,77O7,rejected
976,2013-04-03,WARMACH,rejected
977,2013-04-03,DRUGTST,rejected
978,2013-04-03,WTEBOY,rejected
979,2013-04-04,SWOLE,rejected
980,2013-04-04,MFMONSTA,rejected
981,2013-04-04,KSSMYGAS,rejected
982,2013-04-04,CHOOCH14,rejected
983,2013-04-05,JUICYV,rejected
984,2013-04-05,XBONER,rejected
985,2013-04-05,I1I1II,rejected
986,2013-04-06,S1MM0NS,rejected
987,2013-04-06,0R1GNL,rejected
988,2013-04-09,SKRILLEX,rejected
989,2013-04-10,8ADA55,rejected
990,2013-04-11,MPANYC,rejected
991,2013-04-11,FAPPIN,rejected
992,2013-04-12,3RDLEG,rejected
993,2013-04-12,SATANSON,rejected
994,2013-04-12,FONE,rejected
995,2013-04-13,YABISH,rejected
996,2013-04-13,LUI0IT,rejected
997,2013-04-13,HVABUD,rejected
998,2013-04-16,G370WND,rejected
999,2013-04-16,RAWDWG,rejected
1000,2013-04-16,FNLOCO,rejected
1001,2013-04-16,4B00G,rejected
1002,2013-04-17,0COLLEGE,rejected
1003,2013-04-17,STP0FF,rejected
1004,2013-04-17,LMFAOV8,rejected
1005,2013-04-18,0H5HIT,rejected
1006,2013-04-18,RICANS,rejected
1007,2013-04-18,PAKIBOY,rejected
1008,2013-04-19,PU88YWGN,rejected
1009,2013-04-19,BR4ZZERS,rejected
1010,2013-04-20,YAYO,rejected
1011,2013-04-20,FYOUU,rejected
1012,2013-04-23,YODA50,rejected
1013,2013-04-23,SICKBICH,rejected
1014,2013-04-23,AMMONYC,rejected
1015,2013-04-23,0USA1,rejected
1016,2013-04-24,GERT69,rejected
1017,2013-04-24,WLHNG,rejected
1018,2013-04-25,BOOBIESS,rejected
1019,2013-04-25,B8888B,rejected
1020,2013-04-26,STROKM3,rejected
1021,2013-04-26,STOOGATZ,rejected
1022,2013-04-27,1965KUNT,rejected
1023,2013-04-27,GERMAN0,rejected
1024,2013-04-27,B8B8B,rejected
1025,2013-04-30,CATSA55,rejected
1026,2013-04-30,B1GPP,rejected
1027,2013-04-30,IOIIOI,rejected
1028,2013-05-01,BADA22,rejected
1029,2013-05-01,LMAO8U,rejected
1030,2013-05-02,WNYC,rejected
1031,2013-05-03,BDAZCB,rejected
1032,2013-05-04,FANGOOL,rejected
1033,2013-05-04,BIGS00,rejected
1034,2013-05-04,O333,rejected
1035,2013-05-04,0413MD,rejected
1036,2013-05-07,CLSYBCH,rejected
1037,2013-05-07,BA11SOUT,rejected
1038,2013-05-08,SHESWET,rejected
1039,2013-05-08,RUWETT,rejected
1040,2013-05-10,SKIH2O,rejected
1041,2013-05-10,O82125,rejected
1042,2013-05-11,FTBSTRD,rejected
1043,2013-05-11,FAQYEWWW,rejected
1044,2013-05-11,OIOOIO,rejected
1045,2013-05-14,IMHUNTY,rejected
1046,2013-05-14,SHE69ME,rejected
1047,2013-05-14,CAPTDCK,rejected
1048,2013-05-15,G0AL1,rejected
1049,2013-05-16,G00B13,rejected
1050,2013-05-16,GOVERNOR,rejected
1051,2013-05-16,BALZONYA,rejected
1052,2013-05-17,MYGSPT,rejected
1053,2013-05-18,TPDWNBCH,rejected
1054,2013-05-18,NYCTA911,rejected
1055,2013-05-18,FNBLUE,rejected
1056,2013-05-18,7O442,rejected
1057,2013-05-21,KAISHAKU,rejected
1058,2013-05-21,DBLMAGNM,rejected
1059,2013-05-24,IHA8TMYX,rejected
1060,2013-05-24,DEDPREZ,rejected
1061,2013-05-27,PINKPSSY,rejected
1062,2013-05-27,NYPCAM,rejected
1063,2013-05-29,J0HN95,rejected
1064,2013-05-30,NPDF75,rejected
1065,2013-05-31,1BADHOE,rejected
1066,2013-05-31,EMSMEDIC,rejected
1067,2013-05-31,B0W1CK,rejected
1068,2013-05-31,EMS353,rejected
1069,2013-06-01,AYITI0H,rejected
1070,2013-06-04,JALDEAN,rejected
1071,2013-06-04,LWNSL0,rejected
1072,2013-06-06,5N0YTE,rejected
1073,2013-06-07,BUZZK1LL,rejected
1074,2013-06-08,ROFLMFAO,rejected
1075,2013-06-11,060IN3,rejected
1076,2013-06-11,OHBALZ,rejected
1077,2013-06-11,L78BEOCH,rejected
1078,2013-06-12,XNXNXNXN,rejected
1079,2013-06-12,45KOLT,rejected
1080,2013-06-13,THETAINT,rejected
1081,2013-06-14,1010VAS,rejected
1082,2013-06-14,ACBULLET,rejected
1083,2013-06-15,XXKXXKXX,rejected
1084,2013-06-15,FAUCOUGH,rejected
1085,2013-06-15,IAMATOOL,rejected
1086,2013-06-18,I111111I,rejected
1087,2013-06-18,A5HOLE,rejected
1088,2013-06-18,NYP34D,rejected
1089,2013-06-21,B88BB8B8,rejected
1090,2013-06-21,B8B8B88,rejected
1091,2013-06-21,BOOBIE,rejected
1092,2013-06-22,XKXKXKXK,rejected
1093,2013-06-22,R1CEISM,rejected
1094,2013-06-22,NOSCH1T,rejected
1095,2013-06-25,SPREADEM,rejected
1096,2013-06-25,RUOVR18,rejected
1097,2013-06-25,PHOKIT,rejected
1098,2013-06-26,VYVVXXKX,rejected
1099,2013-06-26,S8NSCHLD,rejected
1100,2013-06-26,FTHIS100,rejected
1101,2013-06-26,DTF2NITE,rejected
1102,2013-06-28,888SS88,rejected
1103,2013-06-28,88SS888,rejected
1104,2013-06-29,RRTARD,rejected
1105,2013-07-03,00HSNAP,rejected
1106,2013-07-09,FOP264,rejected
1107,2013-07-09,O0O0OH,rejected
1108,2013-07-10,STILMAO,rejected
1109,2013-07-10,PUSZ,rejected
1110,2013-07-10,POOT1E,rejected
1111,2013-07-11,00HARLEY,rejected
1112,2013-07-13,RELAXN69,rejected
1113,2013-07-13,MUS1C1,rejected
1114,2013-07-13,II111III,rejected
1115,2013-07-17,0000HEKE,rejected
1116,2013-07-17,GITTSUM,rejected
1117,2013-07-17,FTBSTD,rejected
1118,2013-07-17,A55HOL,rejected
1119,2013-07-18,BSGD,rejected
1120,2013-07-20,1IIII1,rejected
1121,2013-07-20,0IT2DAD,rejected
1122,2013-07-20,LOWHOE,rejected
1123,2013-07-23,IBEE6UB9,rejected
1124,2013-07-23,B0WSER,rejected
1125,2013-07-24,SCHWAGON,rejected
1126,2013-07-26,WHATDAFC,rejected
1127,2013-07-26,01QQ100,rejected
1128,2013-07-26,MD99422,rejected
1129,2013-07-26,BDAZVT,rejected
1130,2013-07-26,NYII,rejected
1131,2013-07-27,H3LLBUS,rejected
1132,2013-07-31,SIL0KIN,rejected
1133,2013-07-31,A02099,rejected
1134,2013-08-01,L160452,rejected
1135,2013-08-01,BIGAZTRK,rejected
1136,2013-08-02,UR0UT,rejected
1137,2013-08-03,ASZMANN,rejected
1138,2013-08-03,RUCKU,rejected
1139,2013-08-06,30NTREE,rejected
1140,2013-08-07,GRASHOE,rejected
1141,2013-08-07,MRBIG1,rejected
1142,2013-08-10,YOUR0UT,rejected
1143,2013-08-13,ISIS5821,rejected
1144,2013-08-13,CDNUTZ,rejected
1145,2013-08-13,SC0TTI,rejected
1146,2013-08-20,GPG00HCK,rejected
1147,2013-08-21,NYPBA112,rejected
1148,2013-08-21,SCPD2,rejected
1149,2013-08-23,DIEV3L,rejected
1150,2013-08-27,NBEE0N,rejected
1151,2013-08-27,VAS891,rejected
1152,2013-08-27,MD8555,rejected
1153,2013-08-28,NOFAQU2,rejected
1154,2013-08-28,FIVE0HH,rejected
1155,2013-08-29,S0S1KH,rejected
1156,2013-09-04,00X51,rejected
1157,2013-09-04,BOO00ST,rejected
1158,2013-09-06,WHOSDTF,rejected
1159,2013-09-06,FRIGGN,rejected
1160,2013-09-07,YE0NEZ,rejected
1161,2013-09-17,HIH8TR,rejected
1162,2013-09-18,1OO1OO,rejected
1163,2013-09-19,WTHLMAO,rejected
1164,2013-09-19,J0ANG3,rejected
1165,2013-09-19,1O111,rejected
1166,2013-09-20,STUGATTS,rejected
1167,2013-09-21,1O1O1,rejected
1168,2013-09-24,BOOB1E,rejected
1169,2013-09-25,SCOOLBUS,rejected
1170,2013-09-26,I1111III,rejected
1171,2013-09-26,TB0HN,rejected
1172,2013-09-27,RU69N,rejected
1173,2013-09-27,K00K00,rejected
1174,2013-09-28,11LL111,rejected
1175,2013-09-28,0UTAT1M3,rejected
1176,2013-09-28,88AA888,rejected
1177,2013-09-28,77ZZ777,rejected
1178,2013-09-28,77PP777,rejected
1179,2013-09-28,77BB777,rejected
1180,2013-09-28,RU18YT,rejected
1181,2013-10-01,BADA5S,rejected
1182,2013-10-01,0CO2,rejected
1183,2013-10-03,0LAF68,rejected
1184,2013-10-03,Z777Z,rejected
1185,2013-10-03,OI3,rejected
1186,2013-10-03,L0VEYA,rejected
1187,2013-10-04,XL0SX,rejected
1188,2013-10-05,0PT1M1ST,rejected
1189,2013-10-05,BALOWME,rejected
1190,2013-10-08,ODDODODO,rejected
1191,2013-10-08,DEUCHBAG,rejected
1192,2013-10-09,R0SE,rejected
1193,2013-10-10,B88B8BB,rejected
1194,2013-10-12,2FVKNFST,rejected
1195,2013-10-12,HELZYES,rejected
1196,2013-10-12,GR0UNDUP,rejected
1197,2013-10-14,FNSLOW,rejected
1198,2013-10-14,LOLI8U,rejected
1199,2013-10-18,R63059,rejected
1200,2013-10-19,MRLIQOR,rejected
1201,2013-10-19,MOBWIVE,rejected
1202,2013-10-19,DOUBIA,rejected
1203,2013-10-19,0TO100,rejected
1204,2013-10-22,0TO3,rejected
1205,2013-10-22,PHYUCKU,rejected
1206,2013-10-22,JAKMEOFF,rejected
1207,2013-10-24,0XXX0,rejected
1208,2013-10-26,GEICO,rejected
1209,2013-10-29,NOFRNKWY,rejected
1210,2013-10-29,1R0E,rejected
1211,2013-10-31,SHAGEM,rejected
1212,2013-10-31,O3,rejected
1213,2013-11-05,VAGLIFE,rejected
1214,2013-11-07,BALZDEP,rejected
1215,2013-11-07,WHODTF,rejected
1216,2013-11-08,TWERK4ME,rejected
1217,2013-11-08,0PT10NS,rejected
1218,2013-11-09,AHHFAQ,rejected
1219,2013-11-09,IBI2010,rejected
1220,2013-11-11,MUDRFAKR,rejected
1221,2013-11-11,MMIOI,rejected
1222,2013-11-13,IN0UTT,rejected
1223,2013-11-14,HOODRAT,rejected
1224,2013-11-14,DOPEWRAP,rejected
1225,2013-11-14,0HPUCK,rejected
1226,2013-11-15,J0K3R,rejected
1227,2013-11-15,FORPLA,rejected
1228,2013-11-15,0FXGVN,rejected
1229,2013-11-19,BADAZJK,rejected
1230,2013-11-19,BLUBLZ,rejected
1231,2013-11-20,YVYVYVY,rejected
1232,2013-11-20,OOHK1LEM,rejected
1233,2013-11-20,CIANY,rejected
1234,2013-11-21,OHKI11EM,rejected
1235,2013-11-22,G0GRIZ,rejected
1236,2013-11-23,1NF1DEL,rejected
1237,2013-11-23,0I0I0I,rejected
1238,2013-11-23,BMWMAFI4,rejected
1239,2013-11-23,BOOBEE,rejected
1240,2013-11-23,MFJETS,rejected
1241,2013-11-26,OOOG,rejected
1242,2013-11-26,SEG0LI,rejected
1243,2013-11-27,IIIII1I,rejected
1244,2013-11-27,BMWMAF14,rejected
1245,2013-11-27,KO10,rejected
1246,2013-11-28,IDNTGVAF,rejected
1247,2013-11-30,IIIIII,rejected
1248,2013-12-05,O5DCM,rejected
1249,2013-12-06,TAKE0FF,rejected
1250,2013-12-06,FBKE,rejected
1251,2013-12-06,B1ATCH1,rejected
1252,2013-12-07,0H10ST,rejected
1253,2013-12-07,HAULN4SS,rejected
1254,2013-12-10,NY7PD,rejected
1255,2013-12-10,9IIONY,rejected
1256,2013-12-10,I9,rejected
1257,2013-12-11,RUARMED2,rejected
1258,2013-12-13,MYBADAS4,rejected
1259,2013-12-13,K101385,rejected
1260,2013-12-17,R0NSLADY,rejected
1261,2013-12-17,BADMFRR,rejected
1262,2013-12-17,F0PEC,rejected
1263,2013-12-19,68ANIOU1,rejected
1264,2013-12-19,SAYTIN,rejected
1265,2013-12-21,55SS555,rejected
1266,2013-12-21,5050NY,rejected
1267,2013-12-21,PB080001,rejected
1268,2013-12-21,B4D4SS1,rejected
1269,2013-12-24,3OOO,rejected
1270,2013-12-24,SH3ZZ0,rejected
1271,2013-12-27,NYPLAW,rejected
1272,2013-12-31,WETRU,rejected
1273,2013-12-31,I3I7,rejected
1274,2013-12-31,URWET,rejected
1275,2014-01-03,NYPS,rejected
1276,2014-01-03,DTFM3,rejected
1277,2014-01-04,NY90PD,rejected
1278,2014-01-04,N0L1MT,rejected
1279,2014-01-04,1I71I,rejected
1280,2014-01-07,88B88B88,rejected
1281,2014-01-09,2BZY4BS,rejected
1282,2014-01-09,SFOI,rejected
1283,2014-01-10,555SS55,rejected
1284,2014-01-11,O1O11O,rejected
1285,2014-01-14,888B888B,rejected
1286,2014-01-14,DBIOTCH,rejected
1287,2014-01-14,DI6I3,rejected
1288,2014-01-15,68RAGT0P,rejected
1289,2014-01-16,B888B8,rejected
1290,2014-01-17,SCRWME,rejected
1291,2014-01-18,DBLMAG,rejected
1292,2014-01-18,GI3I7,rejected
1293,2014-01-20,40CALIBR,rejected
1294,2014-01-22,11I111I,rejected
1295,2014-01-23,OIO1010,rejected
1296,2014-01-28,9IIRMBR,rejected
1297,2014-01-28,NYCITYFC,rejected
1298,2014-01-28,K2000,rejected
1299,2014-01-28,BIERBRWR,rejected
1300,2014-01-29,I11111II,rejected
1301,2014-01-30,RUDTFM3,rejected
1302,2014-01-30,NYJDGE,rejected
1303,2014-01-30,H0W1E,rejected
1304,2014-01-31,Y3A0K,rejected
1305,2014-02-04,S1UT8US,rejected
1306,2014-02-04,MURDERER,rejected
1307,2014-02-05,NMNMNN,rejected
1308,2014-02-06,R65201,rejected
1309,2014-02-07,4CUE,rejected
1310,2014-02-08,UNMOLSTD,rejected
1311,2014-02-08,BUDWISER,rejected
1312,2014-02-11,VPA13,rejected
1313,2014-02-11,0X4655,rejected
1314,2014-02-11,RNGRHATR,rejected
1315,2014-02-11,MELSTAXI,rejected
1316,2014-02-12,4OREO,rejected
1317,2014-02-13,EURTRSH,rejected
1318,2014-02-13,R83409,rejected
1319,2014-02-14,L0WF8T,rejected
1320,2014-02-15,1040EZ,rejected
1321,2014-02-17,VAS540,rejected
1322,2014-02-17,4HOVLN,rejected
1323,2014-02-19,XTCC,rejected
1324,2014-02-19,MMWWMM,rejected
1325,2014-02-20,1SHT1KIL,rejected
1326,2014-02-21,SN0PR0,rejected
1327,2014-02-22,HPYVG9A,rejected
1328,2014-02-22,M0LLYX,rejected
1329,2014-02-22,ARMSDLR,rejected
1330,2014-02-25,S0D0PE,rejected
1331,2014-02-26,FAP2THIS,rejected
1332,2014-02-26,I11TII1I,rejected
1333,2014-02-26,HLYCHIT,rejected
1334,2014-02-27,PNTYDROP,rejected
1335,2014-02-27,FVCKVTEC,rejected
1336,2014-02-27,PNTYDP,rejected
1337,2014-02-27,LUC3R0,rejected
1338,2014-02-28,VAGLUVR,rejected
1339,2014-02-28,REDRUMJK,rejected
1340,2014-02-28,CAPCOM,rejected
1341,2014-02-28,T0NY83,rejected
1342,2014-03-01,RMBR91I,rejected
1343,2014-03-01,FD9II,rejected
1344,2014-03-01,FN7PIN,rejected
1345,2014-03-04,LUV6TY9,rejected
1346,2014-03-05,I7I8,rejected
1347,2014-03-06,WINRS0,rejected
1348,2014-03-07,WANKERSS,rejected
1349,2014-03-07,X0LEAH,rejected
1350,2014-03-08,BEVRFEVR,rejected
1351,2014-03-08,ABEO0O0,rejected
1352,2014-03-11,0ZZMAN,rejected
1353,2014-03-11,88B8BB,rejected
1354,2014-03-12,VAS1384,rejected
1355,2014-03-12,T406876,rejected
1356,2014-03-12,T1M8NYC,rejected
1357,2014-03-12,REDRUM72,rejected
1358,2014-03-13,D1LL1G4F,rejected
1359,2014-03-14,YIDNECK,rejected
1360,2014-03-14,911VF343,rejected
1361,2014-03-14,PHOKTUP,rejected
1362,2014-03-14,GUYYYSAC,rejected
1363,2014-03-14,DICNOFF,rejected
1364,2014-03-15,GTFOMW,rejected
1365,2014-03-15,LUV269U,rejected
1366,2014-03-15,CH1V30N,rejected
1367,2014-03-18,DV80N3,rejected
1368,2014-03-18,DILL1G4F,rejected
1369,2014-03-18,FAAKU,rejected
1370,2014-03-19,WE0UT,rejected
1371,2014-03-19,I8MYD8,rejected
1372,2014-03-20,TATAS,rejected
1373,2014-03-20,GETNKD,rejected
1374,2014-03-21,BADA5587,rejected
1375,2014-03-22,D1CNOFF,rejected
1376,2014-03-22,DATAS5,rejected
1377,2014-03-22,1L11L1,rejected
1378,2014-03-25,TWRKDTAS,rejected
1379,2014-03-26,THER8PST,rejected
1380,2014-03-27,55LMFAO,rejected
1381,2014-03-27,MILFLOVR,rejected
1382,2014-03-28,BOOZBABY,rejected
1383,2014-03-28,5UCKME,rejected
1384,2014-03-28,L0L1FE,rejected
1385,2014-03-28,AYLMAO,rejected
1386,2014-03-29,MYBISH,rejected
1387,2014-03-29,AWESHYT,rejected
1388,2014-03-29,AREU18,rejected
1389,2014-03-29,RID3M3,rejected
1390,2014-04-01,OOK1LLEM,rejected
1391,2014-04-01,MD3689,rejected
1392,2014-04-01,BE911,rejected
1393,2014-04-01,TRY6D9,rejected
1394,2014-04-01,45I3,rejected
1395,2014-04-01,DBLXL,rejected
1396,2014-04-02,P0NYB0Y,rejected
1397,2014-04-03,NYPATROL,rejected
1398,2014-04-03,LOV269,rejected
1399,2014-04-04,10INCHS,rejected
1400,2014-04-04,BETBOOP,rejected
1401,2014-04-04,I111II,rejected
1402,2014-04-08,UBETURAZ,rejected
1403,2014-04-08,0R10LES,rejected
1404,2014-04-08,0RDER66,rejected
1405,2014-04-10,8BBBB8,rejected
1406,2014-04-11,LOL0MG,rejected
1407,2014-04-12,TEABAGS,rejected
1408,2014-04-12,F8I,rejected
1409,2014-04-12,IBPAKN,rejected
1410,2014-04-15,NYPBA11,rejected
1411,2014-04-15,NYDOT,rejected
1412,2014-04-15,HAIL2V,rejected
1413,2014-04-16,GNHAULR,rejected
1414,2014-04-16,L10NESS,rejected
1415,2014-04-16,55S5S5,rejected
1416,2014-04-16,SMFH5,rejected
1417,2014-04-17,WANK3R,rejected
1418,2014-04-17,BALZ2,rejected
1419,2014-04-17,FNLNTC,rejected
1420,2014-04-18,MD719,rejected
1421,2014-04-18,HLSBELLS,rejected
1422,2014-04-18,MASBTR,rejected
1423,2014-04-18,G0RGES,rejected
1424,2014-04-19,BABYMAKR,rejected
1425,2014-04-22,UBUTHEAD,rejected
1426,2014-04-22,Z7Z7Z,rejected
1427,2014-04-22,POTANG,rejected
1428,2014-04-22,ORGEE,rejected
1429,2014-04-22,LOUIS911,rejected
1430,2014-04-22,D3ZNUTS,rejected
1431,2014-04-22,DAWGSTYL,rejected
1432,2014-04-22,WIL69U,rejected
1433,2014-04-22,DAMM,rejected
1434,2014-04-24,RACE1SM,rejected
1435,2014-04-24,MMNMNMMN,rejected
1436,2014-04-24,C00LCHIC,rejected
1437,2014-04-24,UNKNWN,rejected
1438,2014-04-24,BIT3ME,rejected
1439,2014-04-25,BITMEE,rejected
1440,2014-04-26,GOTZBALZ,rejected
1441,2014-04-26,JC911,rejected
1442,2014-04-26,ILUVMYJU,rejected
